Date Time,Ave AirTemp (degC),Ave Humidity (%)
2014-09-04 14:15:00,20.1,64.7
2014-09-04 14:20:00,20,64.9
2014-09-04 14:25:00,20.1,64.9
2014-09-04 14:30:00,20.2,65.2
2014-09-04 14:35:00,20.2,65.4
2014-09-04 14:40:00,20.1,64.6
2014-09-04 14:45:00,20.2,64.6
2014-09-04 14:50:00,20.3,64.4
2014-09-04 14:55:00,20.3,64.4
2014-09-04 15:00:00,20.2,64.5
2014-09-04 15:05:00,20.3,64.9
2014-09-04 15:10:00,20.5,64.6
2014-09-04 15:15:00,20.3,65.2
2014-09-04 15:20:00,20.3,64.6
2014-09-04 15:25:00,20.2,63.9
2014-09-04 15:30:00,20.2,64.1
2014-09-04 15:35:00,20.1,64.4
2014-09-04 15:40:00,20.3,64.3
2014-09-04 15:45:00,20.4,64.3
2014-09-04 15:50:00,20.4,63.8
2014-09-04 15:55:00,20.5,64
2014-09-04 16:00:00,20.3,63.9
2014-09-04 16:05:00,20.4,63.6
2014-09-04 16:10:00,20.4,63
2014-09-04 16:15:00,20.3,62.5
2014-09-04 16:20:00,20.3,61.3
2014-09-04 16:25:00,20.4,60.9
2014-09-04 16:30:00,20.5,60.1
2014-09-04 16:35:00,20.6,60.5
2014-09-04 16:40:00,20.6,61.1
2014-09-04 16:45:00,20.7,60.7
2014-09-04 16:50:00,20.6,60.9
2014-09-04 16:55:00,20.6,60.5
2014-09-04 17:00:00,20.7,59.9
2014-09-04 17:05:00,20.7,60.1
2014-09-04 17:10:00,20.6,60.3
2014-09-04 17:15:00,20.6,60.7
2014-09-04 17:20:00,20.7,60.8
2014-09-04 17:25:00,20.7,61.5
2014-09-04 17:30:00,20.7,62.4
2014-09-04 17:35:00,20.5,64.2
2014-09-04 17:40:00,20.4,64.6
2014-09-04 17:45:00,20.4,64.7
2014-09-04 17:50:00,20.5,64.3
2014-09-04 17:55:00,20.4,63.9
2014-09-04 18:00:00,20.4,64
2014-09-04 18:05:00,20.4,62.9
2014-09-04 18:10:00,20.4,62.7
2014-09-04 18:15:00,20.4,62.4
2014-09-04 18:20:00,20.5,62.4
2014-09-04 18:25:00,20.5,61.4
2014-09-04 18:30:00,20.4,61.1
2014-09-04 18:35:00,20.5,61
2014-09-04 18:40:00,20.4,60.1
2014-09-04 18:45:00,20.4,59.2
2014-09-04 18:50:00,20.5,58.9
2014-09-04 18:55:00,20.4,59.1
2014-09-04 19:00:00,20.4,59.4
2014-09-04 19:05:00,20.4,60.2
2014-09-04 19:10:00,20.4,61.3
2014-09-04 19:15:00,20.4,61.8
2014-09-04 19:20:00,20.3,62.3
2014-09-04 19:25:00,20.2,62.5
2014-09-04 19:30:00,20.2,63
2014-09-04 19:35:00,20.2,63.1
2014-09-04 19:40:00,20,62.7
2014-09-04 19:45:00,20,62.8
2014-09-04 19:50:00,20,62.8
2014-09-04 19:55:00,20,62.7
2014-09-04 20:00:00,20,62.7
2014-09-04 20:05:00,19.9,62.5
2014-09-04 20:10:00,19.9,62.3
2014-09-04 20:15:00,19.9,62.2
2014-09-04 20:20:00,19.8,62.4
2014-09-04 20:25:00,19.8,62.6
2014-09-04 20:30:00,19.7,62.5
2014-09-04 20:35:00,19.7,62.6
2014-09-04 20:40:00,19.7,62.8
2014-09-04 20:45:00,19.6,62.8
2014-09-04 20:50:00,19.6,63
2014-09-04 20:55:00,19.6,63.1
2014-09-04 21:00:00,19.5,63.3
2014-09-04 21:05:00,19.5,63.4
2014-09-04 21:10:00,19.5,63.5
2014-09-04 21:15:00,19.4,63.6
2014-09-04 21:20:00,19.4,63.6
2014-09-04 21:25:00,19.3,63.9
2014-09-04 21:30:00,19.3,64
2014-09-04 21:35:00,19.2,64.3
2014-09-04 21:40:00,19.2,64.6
2014-09-04 21:45:00,19.2,65.2
2014-09-04 21:50:00,19.2,66.6
2014-09-04 21:55:00,19.1,68.3
2014-09-04 22:00:00,19,69.1
2014-09-04 22:05:00,18.9,69.9
2014-09-04 22:10:00,18.9,70.2
2014-09-04 22:15:00,18.9,70.3
2014-09-04 22:20:00,18.9,71
2014-09-04 22:25:00,18.8,72.2
2014-09-04 22:30:00,18.8,72.9
2014-09-04 22:35:00,18.7,73.4
2014-09-04 22:40:00,18.7,73.9
2014-09-04 22:45:00,18.7,74.1
2014-09-04 22:50:00,18.7,74.5
2014-09-04 22:55:00,18.7,75.3
2014-09-04 23:00:00,18.7,75.9
2014-09-04 23:05:00,18.6,76.7
2014-09-04 23:10:00,18.6,77.2
2014-09-04 23:15:00,18.6,77.6
2014-09-04 23:20:00,18.6,77.6
2014-09-04 23:25:00,18.5,77.4
2014-09-04 23:30:00,18.5,76.4
2014-09-04 23:35:00,18.4,76.7
2014-09-04 23:40:00,18.4,76.8
2014-09-04 23:45:00,18.4,77.2
2014-09-04 23:50:00,18.4,78.1
2014-09-04 23:55:00,18.4,79
2014-09-05 00:00:00,19.2,66.9
2014-09-05 00:05:00,19.6,65.1
2014-09-05 00:10:00,19.3,65.7
2014-09-05 00:15:00,19.5,65.8
2014-09-05 00:20:00,19.5,64.8
2014-09-05 00:25:00,19.8,63.8
2014-09-05 00:30:00,19.5,63.4
2014-09-05 00:35:00,19.3,63.9
2014-09-05 00:40:00,19.4,64.4
2014-09-05 00:45:00,19.4,64.4
2014-09-05 00:50:00,19.4,63.8
2014-09-05 00:55:00,19.6,62.6
2014-09-05 01:00:00,19.9,61.4
2014-09-05 01:05:00,20.2,60.4
2014-09-05 01:10:00,20.5,59.2
2014-09-05 01:15:00,20.6,58.7
2014-09-05 01:20:00,20.2,59.6
2014-09-05 01:25:00,20,60.6
2014-09-05 01:30:00,20.3,60.3
2014-09-05 01:35:00,20.2,60.2
2014-09-05 01:40:00,20.2,60.2
2014-09-05 01:45:00,20.2,61.2
2014-09-05 01:50:00,20.1,61.5
2014-09-05 01:55:00,20.1,61.7
2014-09-05 02:00:00,20.1,61.7
2014-09-05 02:05:00,20.2,61.2
2014-09-05 02:10:00,20.3,61.3
2014-09-05 02:15:00,20.4,60.8
2014-09-05 02:20:00,20.3,60.8
2014-09-05 02:25:00,20.4,60.9
2014-09-05 02:30:00,20.4,60.8
2014-09-05 02:35:00,20.5,60.3
2014-09-05 02:40:00,20.5,60.5
2014-09-05 02:45:00,20.4,61.4
2014-09-05 02:50:00,20.3,61.4
2014-09-05 02:55:00,20.4,61.8
2014-09-05 03:00:00,20.4,61.9
2014-09-05 03:05:00,20.3,62
2014-09-05 03:10:00,20.1,62.9
2014-09-05 03:15:00,20,64.1
2014-09-05 03:20:00,19.7,65.5
2014-09-05 03:25:00,19.4,66.6
2014-09-05 03:30:00,19.4,66.6
2014-09-05 03:35:00,19.4,66.6
2014-09-05 03:40:00,19.4,66.8
2014-09-05 03:45:00,19.3,67.3
2014-09-05 03:50:00,19.3,67.6
2014-09-05 03:55:00,19.2,67.9
2014-09-05 04:00:00,19.3,67.7
2014-09-05 04:05:00,19.3,67.4
2014-09-05 04:10:00,19.3,67.5
2014-09-05 04:15:00,19.3,67.1
2014-09-05 04:20:00,19.3,66.8
2014-09-05 04:25:00,19.3,66
2014-09-05 04:30:00,19.3,65.6
2014-09-05 04:35:00,19.4,65.3
2014-09-05 04:40:00,19.4,65.6
2014-09-05 04:45:00,19.4,65.5
2014-09-05 04:50:00,19.3,65.9
2014-09-05 04:55:00,19.3,66.1
2014-09-05 05:00:00,19.2,66.2
2014-09-05 05:05:00,19.3,66
2014-09-05 05:10:00,19.3,66.1
2014-09-05 05:15:00,19.3,66.8
2014-09-05 05:20:00,19.4,66.4
2014-09-05 05:25:00,19.3,66.4
2014-09-05 05:30:00,19.4,66.7
2014-09-05 05:35:00,19.4,66.3
2014-09-05 05:40:00,19.4,66
2014-09-05 05:45:00,19.3,66.1
2014-09-05 05:50:00,19.3,65.3
2014-09-05 05:55:00,19.3,65.1
2014-09-05 06:00:00,19.3,64.9
2014-09-05 06:05:00,19.3,65.2
2014-09-05 06:10:00,19.3,65.2
2014-09-05 06:15:00,19.3,65.3
2014-09-05 06:20:00,19.2,65.1
2014-09-05 06:25:00,19.3,64.6
2014-09-05 06:30:00,19.2,64.6
2014-09-05 06:35:00,19.2,64.1
2014-09-05 06:40:00,19.2,63.9
2014-09-05 06:45:00,19.2,63.3
2014-09-05 06:50:00,19.1,63.2
2014-09-05 06:55:00,19.1,63.2
2014-09-05 07:00:00,19.2,63.2
2014-09-05 07:05:00,19.1,63
2014-09-05 07:10:00,19.1,63.2
2014-09-05 07:15:00,19.1,63.3
2014-09-05 07:20:00,19.1,63.3
2014-09-05 07:25:00,19.1,63.5
2014-09-05 07:30:00,19.1,63.8
2014-09-05 07:35:00,19.1,64.1
2014-09-05 07:40:00,19.1,64
2014-09-05 07:45:00,19,64.4
2014-09-05 07:50:00,18.9,64.7
2014-09-05 07:55:00,18.9,64.5
2014-09-05 08:00:00,18.9,64.5
2014-09-05 08:05:00,18.9,64.4
2014-09-05 08:10:00,18.9,64.2
2014-09-05 08:15:00,18.9,64
2014-09-05 08:20:00,18.9,63.8
2014-09-05 08:25:00,18.9,63.5
2014-09-05 08:30:00,18.9,63.4
2014-09-05 08:35:00,18.9,63.3
2014-09-05 08:40:00,18.9,63.4
2014-09-05 08:45:00,18.8,63.7
2014-09-05 08:50:00,18.8,63.6
2014-09-05 08:55:00,18.8,63.4
2014-09-05 09:00:00,18.8,63.4
2014-09-05 09:05:00,18.8,63.6
2014-09-05 09:10:00,18.7,63.5
2014-09-05 09:15:00,18.7,63.7
2014-09-05 09:20:00,18.7,64
2014-09-05 09:25:00,18.7,63.9
2014-09-05 09:30:00,18.7,63.9
2014-09-05 09:35:00,18.7,64
2014-09-05 09:40:00,18.8,64
2014-09-05 09:45:00,18.7,63.9
2014-09-05 09:50:00,18.7,64.2
2014-09-05 09:55:00,18.7,64.3
2014-09-05 10:00:00,18.7,64.5
2014-09-05 10:05:00,18.7,64.5
2014-09-05 10:10:00,18.7,64.4
2014-09-05 10:15:00,18.7,64.5
2014-09-05 10:20:00,18.7,64.6
2014-09-05 10:25:00,18.7,64.8
2014-09-05 10:30:00,18.7,64.7
2014-09-05 10:35:00,18.7,64.8
2014-09-05 10:40:00,18.7,65.2
2014-09-05 10:45:00,18.7,65.1
2014-09-05 10:50:00,18.7,65.1
2014-09-05 10:55:00,18.7,65.5
2014-09-05 11:00:00,18.7,65.3
2014-09-05 11:05:00,18.7,65.3
2014-09-05 11:10:00,18.7,65.2
2014-09-05 11:15:00,18.6,65.5
2014-09-05 11:20:00,18.6,65.7
2014-09-05 11:25:00,18.7,65.8
2014-09-05 11:30:00,18.7,65.9
2014-09-05 11:35:00,18.7,66
2014-09-05 11:40:00,18.7,65.7
2014-09-05 11:45:00,18.7,65.4
2014-09-05 11:50:00,18.7,65.4
2014-09-05 11:55:00,18.7,65.7
2014-09-05 12:00:00,19.2,66.9
2014-09-05 12:05:00,19.6,65.1
2014-09-05 12:10:00,19.3,65.7
2014-09-05 12:15:00,19.5,65.8
2014-09-05 12:20:00,19.5,64.8
2014-09-05 12:25:00,19.8,63.8
2014-09-05 12:30:00,19.5,63.4
2014-09-05 12:35:00,19.3,63.9
2014-09-05 12:40:00,19.4,64.4
2014-09-05 12:45:00,19.4,64.4
2014-09-05 12:50:00,19.4,63.8
2014-09-05 12:55:00,19.6,62.6
2014-09-05 13:00:00,19.9,61.4
2014-09-05 13:05:00,20.2,60.4
2014-09-05 13:10:00,20.5,59.2
2014-09-05 13:15:00,20.6,58.7
2014-09-05 13:20:00,20.2,59.6
2014-09-05 13:25:00,20,60.6
2014-09-05 13:30:00,20.3,60.3
2014-09-05 13:35:00,20.2,60.2
2014-09-05 13:40:00,20.2,60.2
2014-09-05 13:45:00,20.2,61.2
2014-09-05 13:50:00,20.1,61.5
2014-09-05 13:55:00,20.1,61.7
2014-09-05 14:00:00,20.1,61.7
2014-09-05 14:05:00,20.2,61.2
2014-09-05 14:10:00,20.3,61.3
2014-09-05 14:15:00,20.4,60.8
2014-09-05 14:20:00,20.3,60.8
2014-09-05 14:25:00,20.4,60.9
2014-09-05 14:30:00,20.4,60.8
2014-09-05 14:35:00,20.5,60.3
2014-09-05 14:40:00,20.5,60.5
2014-09-05 14:45:00,20.4,61.4
2014-09-05 14:50:00,20.3,61.4
2014-09-05 14:55:00,20.4,61.8
2014-09-05 15:00:00,20.4,61.9
2014-09-05 15:05:00,20.3,62
2014-09-05 15:10:00,20.1,62.9
2014-09-05 15:15:00,20,64.1
2014-09-05 15:20:00,19.7,65.5
2014-09-05 15:25:00,19.4,66.6
2014-09-05 15:30:00,19.4,66.6
2014-09-05 15:35:00,19.4,66.6
2014-09-05 15:40:00,19.4,66.8
2014-09-05 15:45:00,19.3,67.3
2014-09-05 15:50:00,19.3,67.6
2014-09-05 15:55:00,19.2,67.9
2014-09-05 16:00:00,19.3,67.7
2014-09-05 16:05:00,19.3,67.4
2014-09-05 16:10:00,19.3,67.5
2014-09-05 16:15:00,19.3,67.1
2014-09-05 16:20:00,19.3,66.8
2014-09-05 16:25:00,19.3,66
2014-09-05 16:30:00,19.3,65.6
2014-09-05 16:35:00,19.4,65.3
2014-09-05 16:40:00,19.4,65.6
2014-09-05 16:45:00,19.4,65.5
2014-09-05 16:50:00,19.3,65.9
2014-09-05 16:55:00,19.3,66.1
2014-09-05 17:00:00,19.2,66.2
2014-09-05 17:05:00,19.3,66
2014-09-05 17:10:00,19.3,66.1
2014-09-05 17:15:00,19.3,66.8
2014-09-05 17:20:00,19.4,66.4
2014-09-05 17:25:00,19.3,66.4
2014-09-05 17:30:00,19.4,66.7
2014-09-05 17:35:00,19.4,66.3
2014-09-05 17:40:00,19.4,66
2014-09-05 17:45:00,19.3,66.1
2014-09-05 17:50:00,19.3,65.3
2014-09-05 17:55:00,19.3,65.1
2014-09-05 18:00:00,19.3,64.9
2014-09-05 18:05:00,19.3,65.2
2014-09-05 18:10:00,19.3,65.2
2014-09-05 18:15:00,19.3,65.3
2014-09-05 18:20:00,19.2,65.1
2014-09-05 18:25:00,19.3,64.6
2014-09-05 18:30:00,19.2,64.6
2014-09-05 18:35:00,19.2,64.1
2014-09-05 18:40:00,19.2,63.9
2014-09-05 18:45:00,19.2,63.3
2014-09-05 18:50:00,19.1,63.2
2014-09-05 18:55:00,19.1,63.2
2014-09-05 19:00:00,19.2,63.2
2014-09-05 19:05:00,19.1,63
2014-09-05 19:10:00,19.1,63.2
2014-09-05 19:15:00,19.1,63.3
2014-09-05 19:20:00,19.1,63.3
2014-09-05 19:25:00,19.1,63.5
2014-09-05 19:30:00,19.1,63.8
2014-09-05 19:35:00,19.1,64.1
2014-09-05 19:40:00,19.1,64
2014-09-05 19:45:00,19,64.4
2014-09-05 19:50:00,18.9,64.7
2014-09-05 19:55:00,18.9,64.5
2014-09-05 20:00:00,18.9,64.5
2014-09-05 20:05:00,18.9,64.4
2014-09-05 20:10:00,18.9,64.2
2014-09-05 20:15:00,18.9,64
2014-09-05 20:20:00,18.9,63.8
2014-09-05 20:25:00,18.9,63.5
2014-09-05 20:30:00,18.9,63.4
2014-09-05 20:35:00,18.9,63.3
2014-09-05 20:40:00,18.9,63.4
2014-09-05 20:45:00,18.8,63.7
2014-09-05 20:50:00,18.8,63.6
2014-09-05 20:55:00,18.8,63.4
2014-09-05 21:00:00,18.8,63.4
2014-09-05 21:05:00,18.8,63.6
2014-09-05 21:10:00,18.7,63.5
2014-09-05 21:15:00,18.7,63.7
2014-09-05 21:20:00,18.7,64
2014-09-05 21:25:00,18.7,63.9
2014-09-05 21:30:00,18.7,63.9
2014-09-05 21:35:00,18.7,64
2014-09-05 21:40:00,18.8,64
2014-09-05 21:45:00,18.7,63.9
2014-09-05 21:50:00,18.7,64.2
2014-09-05 21:55:00,18.7,64.3
2014-09-05 22:00:00,18.7,64.5
2014-09-05 22:05:00,18.7,64.5
2014-09-05 22:10:00,18.7,64.4
2014-09-05 22:15:00,18.7,64.5
2014-09-05 22:20:00,18.7,64.6
2014-09-05 22:25:00,18.7,64.8
2014-09-05 22:30:00,18.7,64.7
2014-09-05 22:35:00,18.7,64.8
2014-09-05 22:40:00,18.7,65.2
2014-09-05 22:45:00,18.7,65.1
2014-09-05 22:50:00,18.7,65.1
2014-09-05 22:55:00,18.7,65.5
2014-09-05 23:00:00,18.7,65.3
2014-09-05 23:05:00,18.7,65.3
2014-09-05 23:10:00,18.7,65.2
2014-09-05 23:15:00,18.6,65.5
2014-09-05 23:20:00,18.6,65.7
2014-09-05 23:25:00,18.7,65.8
2014-09-05 23:30:00,18.7,65.9
2014-09-05 23:35:00,18.7,66
2014-09-05 23:40:00,18.7,65.7
2014-09-05 23:45:00,18.7,65.4
2014-09-05 23:50:00,18.7,65.4
2014-09-05 23:55:00,18.7,65.7
2014-09-06 00:00:00,19.6,66.1
2014-09-06 00:05:00,19.2,67.2
2014-09-06 00:10:00,19.4,67.7
2014-09-06 00:15:00,19.5,67.9
2014-09-06 00:20:00,19.3,69
2014-09-06 00:25:00,19.3,69.1
2014-09-06 00:30:00,19.4,69.4
2014-09-06 00:35:00,19.4,69.7
2014-09-06 00:40:00,19.7,69
2014-09-06 00:45:00,19.9,66.9
2014-09-06 00:50:00,19.5,67.4
2014-09-06 00:55:00,19.4,68.2
2014-09-06 01:00:00,19.5,67.6
2014-09-06 01:05:00,19.6,67.4
2014-09-06 01:10:00,19.6,67.3
2014-09-06 01:15:00,19.9,67.2
2014-09-06 01:20:00,19.6,67.8
2014-09-06 01:25:00,19.7,68
2014-09-06 01:30:00,19.9,66.9
2014-09-06 01:35:00,19.9,66.3
2014-09-06 01:40:00,19.9,66.9
2014-09-06 01:45:00,19.9,67.5
2014-09-06 01:50:00,19.8,67.5
2014-09-06 01:55:00,19.8,67.2
2014-09-06 02:00:00,19.7,67.5
2014-09-06 02:05:00,20,66.7
2014-09-06 02:10:00,20,66.6
2014-09-06 02:15:00,20.4,65.3
2014-09-06 02:20:00,20.6,64.6
2014-09-06 02:25:00,20.6,64.2
2014-09-06 02:30:00,20.4,65.3
2014-09-06 02:35:00,20.4,64.6
2014-09-06 02:40:00,20.8,63.4
2014-09-06 02:45:00,20.6,63.9
2014-09-06 02:50:00,20.6,63.7
2014-09-06 02:55:00,20.5,64.7
2014-09-06 03:00:00,20.6,64.3
2014-09-06 03:05:00,20.7,64.5
2014-09-06 03:10:00,20.9,64.2
2014-09-06 03:15:00,20.9,64.1
2014-09-06 03:20:00,21,64.1
2014-09-06 03:25:00,21,62.9
2014-09-06 03:30:00,20.8,61.9
2014-09-06 03:35:00,20.7,62
2014-09-06 03:40:00,20.9,61.9
2014-09-06 03:45:00,20.7,62.6
2014-09-06 03:50:00,20.7,61.9
2014-09-06 03:55:00,20.9,61.7
2014-09-06 04:00:00,21.1,60.7
2014-09-06 04:05:00,21.2,60.1
2014-09-06 04:10:00,21.4,59
2014-09-06 04:15:00,21.4,59.1
2014-09-06 04:20:00,21.1,59.9
2014-09-06 04:25:00,21.1,59.8
2014-09-06 04:30:00,21.1,60.5
2014-09-06 04:35:00,20.9,59.3
2014-09-06 04:40:00,21,58.9
2014-09-06 04:45:00,21.2,58.1
2014-09-06 04:50:00,21.4,58.1
2014-09-06 04:55:00,21.4,58.7
2014-09-06 05:00:00,21.2,59.1
2014-09-06 05:05:00,21,59.5
2014-09-06 05:10:00,21.2,59.2
2014-09-06 05:15:00,21,59.2
2014-09-06 05:20:00,21,59
2014-09-06 05:25:00,20.9,60
2014-09-06 05:30:00,21,59.9
2014-09-06 05:35:00,21,59.3
2014-09-06 05:40:00,21.1,59.3
2014-09-06 05:45:00,21.2,58.8
2014-09-06 05:50:00,21.2,57.8
2014-09-06 05:55:00,21.1,57.5
2014-09-06 06:00:00,21.1,57.4
2014-09-06 06:05:00,21,56.9
2014-09-06 06:10:00,21.1,57.3
2014-09-06 06:15:00,21.2,57
2014-09-06 06:20:00,21.1,57.2
2014-09-06 06:25:00,21,57
2014-09-06 06:30:00,21,56.9
2014-09-06 06:35:00,20.9,57
2014-09-06 06:40:00,20.9,57.2
2014-09-06 06:45:00,20.8,57.7
2014-09-06 06:50:00,20.8,58.6
2014-09-06 06:55:00,20.7,59.2
2014-09-06 07:00:00,20.6,60.6
2014-09-06 07:05:00,20.5,61.5
2014-09-06 07:10:00,20.4,61.7
2014-09-06 07:15:00,20.3,61.8
2014-09-06 07:20:00,20.3,62.3
2014-09-06 07:25:00,20.2,63
2014-09-06 07:30:00,20.1,62.9
2014-09-06 07:35:00,20.1,62.4
2014-09-06 07:40:00,20,63.1
2014-09-06 07:45:00,19.9,64
2014-09-06 07:50:00,19.8,64.6
2014-09-06 07:55:00,19.8,64.8
2014-09-06 08:00:00,19.8,65
2014-09-06 08:05:00,19.7,65.9
2014-09-06 08:10:00,19.5,67.3
2014-09-06 08:15:00,19.4,68.3
2014-09-06 08:20:00,19.4,68.6
2014-09-06 08:25:00,19.4,69
2014-09-06 08:30:00,19.3,69.3
2014-09-06 08:35:00,19.3,69.9
2014-09-06 08:40:00,19.2,70.1
2014-09-06 08:45:00,19.2,70.2
2014-09-06 08:50:00,19.2,70.4
2014-09-06 08:55:00,19.3,70.3
2014-09-06 09:00:00,19.3,70.3
2014-09-06 09:05:00,19.2,70.2
2014-09-06 09:10:00,19.3,70.3
2014-09-06 09:15:00,19.3,70.3
2014-09-06 09:20:00,19.3,70.3
